65400.10,0.39,0.46
65700.10,0.35,0.45
66000.10,0.36,0.44
66300.10,0.41,0.46
66600.10,0.43,0.49
66900.10,0.39,0.49
67200.10,0.40,0.50
67500.10,0.38,0.49
67800.10,0.39,0.47
68100.10,0.42,0.49
68400.10,0.37,0.48
68700.10,0.42,0.48
69000.10,0.44,0.49
69300.10,0.40,0.49
69600.10,0.42,0.51
69900.10,0.39,0.50
70200.10,0.38,0.49
70500.10,0.30,0.43
70800.10,0.38,0.42
71100.10,0.40,0.43
71400.10,0.40,0.43
71700.10,0.40,0.44
72000.10,0.38,0.46
72300.10,0.41,0.47
72600.10,0.40,0.49
72900.10,0.39,0.49
73200.10,0.43,0.52
73500.10,0.43,0.51
73800.10,0.40,0.50
74100.10,0.38,0.49
74400.10,0.39,0.48
74700.10,0.38,0.47
75000.10,0.41,0.47
75300.10,0.41,0.48
75600.10,0.40,0.48
75900.10,0.39,0.46
76200.10,0.38,0.46
76500.10,0.39,0.46
76800.10,0.44,0.49
77100.10,0.41,0.49
77400.10,0.40,0.49
77700.10,0.39,0.48
78000.10,0.42,0.49
78300.10,0.44,0.51
78600.10,0.45,0.54
78900.10,0.42,0.53
79200.10,0.43,0.53
79500.10,0.40,0.51
79800.10,0.39,0.50
80100.10,0.40,0.49
80400.10,0.43,0.49
80700.10,0.41,0.48
81000.10,0.39,0.47
81300.10,0.37,0.45
81600.10,0.38,0.45
81900.10,0.40,0.46
82200.10,0.39,0.46
82500.10,0.37,0.45
82800.10,0.36,0.44
83100.10,0.40,0.44
83400.10,0.28,0.40
83700.10,0.41,0.43
84000.10,0.39,0.44
84300.10,0.37,0.44
84600.10,0.37,0.44
84900.10,0.38,0.45
85200.10,0.38,0.46
85500.10,0.43,0.48
85800.10,0.39,0.49
86100.10,0.37,0.49
